id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
117601,7,Female,NA,White,NA,4.81,English
117602,0,Male,NA,White,NA,5,English
117603,24,Male,2,White,Living with Partner,1.2,English
117604,75,Male,4,White,Living with Partner,3.65,English
117605,32,Female,5,Black,Living with Partner,1.67,English
117606,33,Female,4,Black,Living with Partner,NA,English
117607,0,Male,NA,White,NA,5,English
117608,8,Female,NA,Black,NA,1.11,English
117610,23,Male,3,White,Other,2.29,English
117612,7,Female,NA,Missing,NA,2.87,English
117613,48,Male,5,Other,Living with Partner,4.93,English
117614,15,Male,NA,Black,NA,NA,English
117615,11,Male,NA,Black,NA,1.91,English
117616,63,Female,3,White,Living with Partner,1.79,English
117617,46,Male,1,Other Hispanic,Other,1.39,English
117618,7,Female,NA,White,NA,2.73,English
117619,4,Male,NA,Black,NA,0.49,English
117620,2,Male,NA,Mexican American,NA,NA,English
117621,27,Male,3,Other,Other,3.82,English
117622,56,Female,5,Other,Other,1.15,English
117623,60,Male,1,Mexican American,Other,NA,Spanish
117624,46,Male,4,Missing,Other,1.06,English
117625,31,Female,4,White,Other,1.44,English
117626,1,Female,NA,White,NA,0.49,English
117627,23,Male,4,Mexican American,Other,NA,Spanish
117628,39,Female,2,White,Other,0.78,English
117629,43,Female,1,Mexican American,Other,0.76,Spanish
117630,48,Male,5,Black,Living with Partner,5,English
117631,72,Female,4,White,Living with Partner,2.04,English
117632,36,Male,2,Mexican American,Living with Partner,0.87,Spanish
117633,53,Female,3,Mexican American,Living with Partner,2.39,English
117634,8,Female,NA,Black,NA,NA,English
117635,65,Female,4,Black,Other,1.2,English
117637,36,Female,3,White,Other,2.24,English
117638,76,Female,3,White,Living with Partner,2.59,English
117639,62,Female,2,Black,Other,2.55,English
117641,23,Female,3,Other Hispanic,Living with Partner,2.69,Spanish
117642,7,Male,NA,Black,NA,1.28,English
117643,61,Female,3,Mexican American,Other,1.59,English
117644,30,Female,3,Black,Other,1.44,English
117645,60,Female,4,Black,Living with Partner,3.75,English
117646,27,Female,3,Mexican American,Living with Partner,1.71,English
117647,32,Female,4,Other Hispanic,Living with Partner,2.65,Spanish
117648,43,Female,4,Black,Living with Partner,1.04,English
117649,11,Male,NA,Black,NA,3.03,English
117650,74,Female,2,Other,Living with Partner,4.57,English
117651,44,Male,3,Black,Living with Partner,2.78,English
117652,62,Male,4,Other Hispanic,Living with Partner,3.98,Spanish
117653,52,Male,5,Other,Living with Partner,5,English
117654,68,Male,2,Black,Living with Partner,NA,English
117655,15,Male,NA,Black,NA,1.72,English
117656,33,Male,3,White,Living with Partner,4,English
117657,55,Female,5,White,Living with Partner,4.57,English
117658,15,Female,NA,White,NA,4.62,English
117659,46,Male,5,Missing,Living with Partner,5,English
117660,71,Female,4,White,Living with Partner,4.56,English
117661,17,Female,NA,Mexican American,NA,1.91,English
117662,38,Female,4,Black,Other,1.14,English
117663,5,Male,NA,Mexican American,NA,1.12,English
117664,17,Female,NA,Missing,NA,0.02,English
117665,66,Female,4,Mexican American,Living with Partner,4,English
117666,67,Female,4,White,Other,1.72,English
117667,10,Female,NA,Black,NA,0.92,English
117669,4,Female,NA,Black,NA,0.06,English
117670,4,Female,NA,White,NA,2.6,English
117671,48,Female,2,Black,Other,0.12,English
117672,55,Female,3,Black,Living with Partner,NA,English
117673,14,Male,NA,Mexican American,NA,NA,English
117674,12,Female,NA,White,NA,2.14,English
117676,45,Female,3,White,Other,3.84,English
117677,38,Female,5,Black,Living with Partner,5,English
117678,76,Male,3,White,Other,1.22,English
117680,8,Female,NA,White,NA,0.04,English
117681,74,Female,5,White,Living with Partner,5,English
117682,78,Female,4,White,Living with Partner,0.73,English
117684,16,Female,NA,Missing,NA,0.58,English
117685,40,Female,5,Black,Living with Partner,5,English
117686,10,Female,NA,White,NA,2.72,English
117687,45,Female,5,Other,Living with Partner,4.69,English
117688,12,Female,NA,Other Hispanic,NA,1.77,English
117689,14,Female,NA,White,NA,0.78,English
117690,39,Female,4,White,Other,1.28,English
117692,69,Male,2,Black,Other,0.83,English
117694,15,Male,NA,Mexican American,NA,1.78,Spanish
117695,66,Female,5,Black,Living with Partner,NA,English
117697,19,Female,NA,Other Hispanic,NA,0.74,English
117698,4,Female,NA,Mexican American,NA,0.53,Spanish
117699,47,Female,5,Other Hispanic,Other,0.48,English
117700,68,Male,3,White,Living with Partner,1.61,English
117701,48,Male,2,White,Living with Partner,5,English
117702,7,Female,NA,Mexican American,NA,0.91,Spanish
117703,73,Male,4,White,Other,NA,English
117704,57,Female,4,Black,Living with Partner,1.73,English
117705,2,Male,NA,Other Hispanic,NA,0.28,English
117706,1,Male,NA,Mexican American,NA,2.62,English
117707,38,Female,4,Other Hispanic,Living with Partner,3.42,English
117708,71,Male,5,White,Living with Partner,2.31,English
117709,0,Male,NA,White,NA,3.67,English
117710,47,Male,2,White,Other,3.19,English
117711,60,Female,1,Other,Other,2.55,English
117712,24,Male,2,Black,Living with Partner,0.31,English
117713,11,Male,NA,Black,NA,0.68,English
117714,51,Female,3,Mexican American,Other,NA,Spanish
117715,5,Male,NA,White,NA,NA,English
117716,2,Male,NA,Black,NA,0.97,English
117717,8,Male,NA,Mexican American,NA,NA,Spanish
117718,8,Female,NA,Black,NA,1.09,English
117719,18,Female,NA,Other,NA,2.03,English
117720,31,Male,4,Black,Other,5,English
117721,17,Male,NA,White,NA,2.06,English
117723,8,Female,NA,Mexican American,NA,1.36,Spanish
117724,0,Male,NA,White,NA,3.56,English
117725,28,Female,5,Black,Other,5,English
117726,8,Male,NA,White,NA,2.59,English
117727,74,Female,5,White,Living with Partner,5,English
117728,72,Male,4,White,Living with Partner,4.65,English
117729,67,Female,1,Other Hispanic,Living with Partner,0.99,Spanish
117730,45,Female,2,Mexican American,Living with Partner,0.7,Spanish
117731,3,Male,NA,Black,NA,1.06,English
117732,53,Female,5,Black,Other,3.08,English
117733,46,Male,4,Missing,Other,NA,English
117734,67,Male,5,White,Living with Partner,NA,English
117735,31,Female,5,Other Hispanic,Living with Partner,2.65,Spanish
117737,37,Male,5,Other,Living with Partner,4.22,English
117738,25,Female,4,White,Living with Partner,1.63,English
117740,1,Male,NA,Black,NA,0.71,English
117741,13,Female,NA,Other Hispanic,NA,2.03,English
117742,0,Male,NA,White,NA,1.99,English
117743,16,Female,NA,Other Hispanic,NA,0.82,Spanish
117744,5,Male,NA,Black,NA,0.78,English
117745,35,Male,2,Mexican American,Living with Partner,1.16,English
117746,66,Male,4,White,Living with Partner,4.22,English
117748,54,Male,4,Black,Living with Partner,4.31,English
117750,12,Female,NA,Other Hispanic,NA,2.6,English
117752,33,Female,5,White,Living with Partner,4.85,English
117753,53,Female,4,Other,Living with Partner,5,English
117754,48,Female,4,Black,Other,2.33,English
117755,53,Male,4,Black,Living with Partner,NA,English
117756,17,Female,NA,Mexican American,NA,5,English
117757,13,Male,NA,Other Hispanic,NA,0.38,Spanish
117760,3,Female,NA,Missing,NA,1.13,English
117761,19,Male,NA,Other Hispanic,NA,1.45,English
117762,3,Female,NA,Black,NA,0.47,English
117763,9,Female,NA,Mexican American,NA,NA,Spanish
117764,14,Female,NA,White,NA,4.6,English
117765,17,Male,NA,White,NA,2.52,English
117766,19,Male,NA,Mexican American,NA,0.65,English
117767,66,Male,3,White,Living with Partner,1.48,English
117768,38,Male,3,White,Living with Partner,1.02,English
117769,63,Male,3,Black,Living with Partner,1.96,English
117770,12,Female,NA,Black,NA,0.9,English
117771,70,Male,5,White,Living with Partner,NA,English
117772,0,Male,NA,White,NA,3.96,English
117773,19,Male,NA,Other,NA,0.7,English
117774,28,Male,2,White,Living with Partner,1.2,English
117775,49,Male,5,Other,Other,5,English
117777,41,Female,2,Other Hispanic,Other,1.18,Spanish
117778,44,Female,5,White,Living with Partner,5,English
117780,55,Male,3,White,Living with Partner,3.66,English
117781,10,Male,NA,Mexican American,NA,2.72,English
117782,1,Male,NA,White,NA,0.67,Spanish
117783,2,Female,NA,White,NA,2.64,English
117785,39,Female,5,Other Hispanic,Other,4.43,English
117786,6,Male,NA,Mexican American,NA,NA,Spanish
117788,2,Female,NA,Other Hispanic,NA,0.63,Spanish
117789,69,Female,1,Other Hispanic,Living with Partner,2.75,Spanish
117790,11,Male,NA,Missing,NA,2.36,English
117791,12,Male,NA,Mexican American,NA,5,English
117792,60,Female,5,Other,Living with Partner,3.65,English
117795,31,Female,2,Missing,Other,1.7,English
117798,33,Male,3,Black,Living with Partner,2.18,English
117799,9,Male,NA,Black,NA,1.18,English
117800,65,Female,3,Black,Other,4.31,English
117801,12,Female,NA,White,NA,5,English
117802,5,Male,NA,Black,NA,2.09,English
117803,3,Male,NA,Mexican American,NA,NA,Spanish
117804,11,Male,NA,Black,NA,1.63,English
117805,16,Female,NA,Black,NA,3.47,English
117806,62,Male,4,Mexican American,Living with Partner,3.25,English
117807,67,Female,5,White,Living with Partner,2.96,English
117808,8,Female,NA,Black,NA,NA,English
117809,3,Female,NA,Mexican American,NA,NA,English
117810,27,Male,5,Other,Other,3.4,English
117811,35,Female,1,Other Hispanic,Living with Partner,2.57,Spanish
117812,6,Female,NA,White,NA,1.5,English
117813,6,Male,NA,Mexican American,NA,NA,Spanish
117814,22,Male,4,White,Other,4.29,English
117815,11,Male,NA,Other Hispanic,NA,0.07,Spanish
117816,67,Male,2,Black,Other,0.99,English
117817,54,Female,4,Other Hispanic,Other,3.73,English
117818,59,Male,4,White,Other,0.74,English
117819,8,Female,NA,Other Hispanic,NA,1.45,English
117821,1,Female,NA,White,NA,5,English
117822,53,Male,4,Mexican American,Other,0.99,English
117823,7,Male,NA,White,NA,1.02,English
117824,38,Female,3,Other Hispanic,Living with Partner,1.89,Spanish
117825,9,Male,NA,Missing,NA,1.5,English
117826,61,Female,5,Black,Other,5,English
117827,59,Female,2,Other,Living with Partner,0.19,English
117828,0,Male,NA,Mexican American,NA,4.22,English
117829,59,Female,3,White,Other,2.96,English
117830,6,Male,NA,Black,NA,1.17,English
117831,25,Female,5,Black,Other,1.36,English
117832,41,Female,2,White,Living with Partner,3.58,English
117834,48,Female,5,Black,Living with Partner,5,English
117835,55,Male,3,Black,Other,2.25,English
117837,9,Male,NA,Mexican American,NA,1.22,Spanish
117838,34,Male,3,White,Other,1.81,English
117839,33,Male,4,White,Other,2.24,English
117840,35,Female,2,Mexican American,Living with Partner,NA,Spanish
117841,8,Female,NA,Black,NA,2.32,English
117842,0,Male,NA,Other Hispanic,NA,1,English
117844,12,Male,NA,White,NA,1.67,English
117845,61,Male,3,Other Hispanic,Living with Partner,2.61,English
117846,7,Female,NA,Black,NA,0.7,English
117847,46,Male,4,Missing,Living with Partner,1.39,English
117848,2,Male,NA,Black,NA,1.57,English
117849,51,Female,4,Other,Living with Partner,4.57,English
117850,40,Female,1,Other Hispanic,Living with Partner,1.65,Spanish
117851,19,Female,NA,Missing,NA,NA,English
117852,4,Female,NA,White,NA,4.97,English
117853,43,Female,3,Black,Living with Partner,0.33,English
117855,0,Male,NA,Other Hispanic,NA,0.83,English
117856,50,Female,4,Other Hispanic,Living with Partner,0.76,Spanish
117857,44,Female,4,Other Hispanic,Living with Partner,1.83,Spanish
117858,60,Female,4,Black,Living with Partner,2,English
117859,13,Male,NA,Black,NA,3.25,English
117860,30,Male,4,Black,Other,5,English
117861,9,Male,NA,Black,NA,1.17,English
117863,0,Female,NA,Black,NA,0.05,English
117864,63,Female,4,Black,Other,4.25,English
117866,51,Male,2,Other,Living with Partner,2.79,English
117867,48,Male,4,White,Living with Partner,5,English
117868,18,Male,NA,Other Hispanic,NA,0.1,English
117869,56,Male,3,Black,Other,0.38,English
117870,29,Male,5,White,Living with Partner,3.76,English
117871,10,Female,NA,Other Hispanic,NA,NA,English
117872,6,Female,NA,Black,NA,NA,English
117873,57,Male,1,Mexican American,Living with Partner,0.67,Spanish
117874,14,Male,NA,Black,NA,NA,English
117876,13,Male,NA,Other,NA,NA,English
117877,41,Female,5,Black,Living with Partner,5,English
117878,31,Male,3,Other,Other,2.17,English
117879,50,Male,1,White,Living with Partner,2.32,English
117880,2,Female,NA,Mexican American,NA,2.63,English
117881,46,Male,5,Black,Living with Partner,0.92,English
117882,62,Male,3,White,Living with Partner,5,English
117883,2,Male,NA,Mexican American,NA,1.69,English
117884,66,Female,4,Other Hispanic,Living with Partner,1.03,Spanish
117885,41,Female,4,Mexican American,Living with Partner,NA,English
117886,71,Female,3,Black,Other,0.1,English
117887,34,Male,3,Mexican American,Living with Partner,NA,English
117888,24,Male,5,Other,Other,4.57,English
117889,2,Female,NA,Other Hispanic,NA,0.85,Spanish
117890,71,Male,1,Mexican American,Living with Partner,0.96,Spanish
117891,5,Male,NA,Mexican American,NA,NA,Spanish
117892,14,Female,NA,White,NA,3.79,English
117893,55,Female,3,Mexican American,Other,3.63,English
117894,58,Male,5,Other,Living with Partner,NA,English
117895,1,Female,NA,Black,NA,0.97,English
117896,15,Female,NA,Other,NA,1.87,English
117897,22,Female,4,Other Hispanic,Other,2.96,Spanish
117898,17,Male,NA,Missing,NA,2.45,English
117899,17,Female,NA,Black,NA,5,English
117900,55,Male,2,Other Hispanic,Living with Partner,1.1,English
117901,27,Male,2,Mexican American,Living with Partner,NA,Spanish
117902,0,Male,NA,Black,NA,0.28,English
117903,46,Female,4,Other,Living with Partner,3.85,English
117904,6,Male,NA,Black,NA,1.26,English
117906,7,Female,NA,White,NA,5,English
117907,21,Female,2,Other Hispanic,Living with Partner,0.12,Spanish
117908,16,Female,NA,Other,NA,5,English
117909,12,Female,NA,White,NA,0.64,English
117911,5,Male,NA,Mexican American,NA,0.01,Spanish
117912,64,Female,1,Other Hispanic,Living with Partner,0.95,Spanish
117913,57,Female,4,Black,Other,1.6,English
117914,2,Male,NA,Missing,NA,1.46,English
117915,48,Female,3,Other,Living with Partner,2.19,English
117916,75,Male,3,Mexican American,Living with Partner,1.66,English
117917,68,Female,4,Other Hispanic,Living with Partner,1.73,English
117918,62,Female,5,Missing,Other,5,English
117919,32,Male,2,Other Hispanic,Other,0.58,Spanish
117920,7,Female,NA,Other Hispanic,NA,NA,Spanish
117921,14,Female,NA,Missing,NA,2.81,English
117922,31,Male,1,Other Hispanic,Living with Partner,0.73,Spanish
117923,41,Female,2,White,Living with Partner,1.61,English
117924,0,Male,NA,White,NA,0,English
117925,35,Male,1,Other Hispanic,Living with Partner,1.82,Spanish
117926,9,Male,NA,White,NA,4.25,English
117927,17,Male,NA,Black,NA,3.69,English
117928,8,Female,NA,Other,NA,1.02,English
117929,58,Male,1,Other Hispanic,Living with Partner,0.41,Spanish
117930,23,Female,5,Black,Other,0.97,English
117931,44,Female,4,Other,Living with Partner,4.52,English
117932,1,Male,NA,White,NA,0.95,English
117933,34,Male,5,Black,Living with Partner,0.8,English
117935,15,Female,NA,Other,NA,1.67,English
117936,19,Female,NA,White,NA,0.33,English
117937,29,Female,5,White,Living with Partner,5,English
117938,47,Male,5,Black,Living with Partner,NA,English
117939,46,Female,5,Other,Other,2.49,English
117941,33,Female,2,Other,Living with Partner,1.02,English
117942,36,Female,4,Mexican American,Living with Partner,2.86,English
117944,3,Male,NA,Black,NA,0.89,English
117945,2,Male,NA,White,NA,5,English
117946,38,Female,4,Mexican American,Living with Partner,1.45,Spanish
117947,0,Male,NA,White,NA,1.39,English
117948,40,Male,5,White,Other,2.48,English
117949,3,Male,NA,Black,NA,NA,English
117950,59,Female,5,Other,Living with Partner,4.62,English
117952,1,Female,NA,Black,NA,0,English
117953,41,Female,4,White,Living with Partner,3.66,English
117954,11,Female,NA,Other Hispanic,NA,2.65,Spanish
117955,14,Male,NA,Other Hispanic,NA,0.25,Spanish
117956,14,Male,NA,Other,NA,NA,English
117957,76,Female,5,Black,Other,1.18,English
117958,39,Male,4,White,Living with Partner,1.24,English
117960,63,Male,5,Other,Living with Partner,2.44,English
117963,3,Female,NA,White,NA,2.89,English
117964,60,Male,4,Black,Other,1.48,English
117965,51,Male,1,White,Other,2.33,English
117966,26,Female,4,Other,Living with Partner,2.43,English
117967,8,Female,NA,Black,NA,0.65,English
117968,39,Male,5,White,Living with Partner,4.22,English
117970,4,Male,NA,White,NA,1.58,English
117971,21,Female,3,White,Other,NA,English
117972,9,Female,NA,White,NA,5,English
117973,10,Male,NA,White,NA,3.73,English
117974,39,Female,5,Other,Living with Partner,5,English
117975,22,Female,3,White,Other,NA,English
117976,3,Female,NA,White,NA,2.43,English
117977,0,Female,NA,Black,NA,0.1,English
117978,5,Male,NA,Missing,NA,0.71,English
117979,29,Male,2,Mexican American,Other,2.89,Spanish
117980,2,Female,NA,White,NA,3.69,English
117981,24,Male,3,White,Other,2.61,English
117982,13,Female,NA,Missing,NA,1.5,English
117983,4,Male,NA,White,NA,3.05,English
117984,65,Female,5,Black,Other,5,English
117986,26,Male,3,Black,Other,0.58,English
117987,72,Male,4,Other Hispanic,Other,1.08,English
117988,0,Female,NA,Mexican American,NA,1.33,English
117989,64,Male,5,White,Living with Partner,5,English
117990,34,Female,3,Other,Living with Partner,NA,English
117991,47,Male,1,Other Hispanic,Living with Partner,0.29,Spanish
117992,0,Male,NA,White,NA,0.61,English
117993,32,Female,3,White,Living with Partner,0.71,English
117994,69,Female,3,White,Living with Partner,3.7,English
117996,47,Male,4,Mexican American,Other,0.21,English
117997,74,Female,3,White,Other,1.16,English
117998,43,Male,4,Black,Living with Partner,5,English
117999,52,Female,4,Mexican American,Living with Partner,5,English
