imdb_id,title,year,language,genre,director,writer,country,imdb_votes,rating_imdb,rating_rt,rating_mc,runtime_raw,wikipedia_pageid,wikipedia_description,wikipedia_extract,budget_raw,box_office_raw
tt0038574,Great Expectations,1946,English,Adventure|Drama|Mystery,David Lean,Charles Dickens|David Lean|Ronald Neame,United Kingdom,26805,7.8,100,90,118,2257358,1946 film by David Lean,"Great Expectations is a 1946 British drama film directed by David Lean, based on the 1861 novel by Charles Dickens and starring John Mills and Valerie Hobson. The supporting cast included Bernard Miles, Francis L. Sullivan, Anthony Wager, Jean Simmons, Finlay Currie, Martita Hunt and Alec Guinness.",,
tt0038577,Green for Danger,1946,English|German,Comedy|Crime|Mystery,Sidney Gilliat,Christianna Brand|Sidney Gilliat|Claud Gurney,United Kingdom,6052,7.4,73,,91,2006607,1946 British film by Sidney Gilliat,"Green for Danger is a 1946 British mystery thriller film, based on the 1944 detective novel of the same name by Christianna Brand. It was directed by Sidney Gilliat and stars Sally Gray, Trevor Howard, Rosamund John, Leo Genn, and Alastair Sim. The film was shot at Pinewood Studios in England. The title is a reference to the colour-coding used on the gas cylinders used by anaesthetists.",,
tt0038669,The Killers,1946,English,Crime|Drama|Film-Noir,Robert Siodmak,Anthony Veiller|Ernest Hemingway|John Huston,United States,25391,7.7,100,,103,1774116,1946 film noir directed by Robert Siodmak,"The Killers is a 1946 American film noir directed by Robert Siodmak and starring Burt Lancaster in his film debut, along with Ava Gardner, Edmond O'Brien and Sam Levene. Based in part on the 1927 short story of the same name by Ernest Hemingway, it focuses on insurance detective Jim Reardon's investigation into the execution by Al and Max, two professional killers, of former boxer Pete Lund who did not resist his own murder. The screenplay was written by Anthony Veiller, with uncredited contributions by John Huston and Richard Brooks.",,
tt0038675,Crisis,1946,Swedish,Drama|Romance,Ingmar Bergman,Ingmar Bergman|Leck Fischer,Sweden,3760,6.4,33,,93,1691460,1946 film by Ingmar Bergman,"Crisis is a 1946 Swedish film written and directed by Ingmar Bergman, based on the Danish radio play Moderhjertet by Leck Fischer.",,
tt0038733,A Matter of Life and Death,1946,English|French|Russian,Drama|Fantasy|Romance,Michael Powell|Emeric Pressburger,Michael Powell|Emeric Pressburger,United Kingdom,26640,8.0,97,,108,553272,1946 film by Emeric Pressburger and Michael Powell,"A Matter of Life and Death is a 1946 British fantasy romantic drama film written, produced and directed by Michael Powell and Emeric Pressburger.",,
tt0038762,My Darling Clementine,1946,English|Spanish|French,Drama|Romance|Western,John Ford|Lloyd Bacon,Samuel G. Engel|Winston Miller|Sam Hellman,United States,27797,7.7,100,,92,74978,1946 film by John Ford,"My Darling Clementine is a 1946 American Western film directed by John Ford and starring Henry Fonda as Wyatt Earp during the period leading up to the gunfight at the O.K. Corral. The ensemble cast also features Victor Mature, Linda Darnell, Walter Brennan, Tim Holt, Cathy Downs and Ward Bond.",2000000,
tt0038787,Notorious,1946,English|Portuguese|French,Drama|Film-Noir|Romance,Alfred Hitchcock,Ben Hecht|Alfred Hitchcock|John Taintor Foote,United States,109703,7.9,96,100,102,255198,Film by Alfred Hitchcock,"Notorious is a 1946 American spy film noir directed and produced by Alfred Hitchcock, starring Cary Grant, Ingrid Bergman, and Claude Rains as three people whose lives become intimately entangled during an espionage operation.",1000000,24464742
tt0038810,Morning for the Osone Family,1946,Japanese,Drama,Keisuke Kinoshita,Eijirô Hisaita,Japan,346,6.9,,,81,,,,,
tt0038823,Paisan,1946,Italian|English|German|Sicilian|Latin,Drama|War,Roberto Rossellini,Sergio Amidei|Federico Fellini|Klaus Mann,Italy,9963,7.6,100,,134,9635156,1946 film by Roberto Rossellini,"Paisan is a 1946 Italian neorealist war drama film directed by Roberto Rossellini. In six independent episodes, it tells of the Liberation of Italy by the Allied forces during the late stage of World War II. The film premiered at the Venice International Film Festival and received numerous national and international prizes.",,
tt0038824,Panique,1946,French,Crime|Drama,Julien Duvivier,Charles Spaak|Julien Duvivier|Georges Simenon,France,2664,7.9,100,,100,24198424,1946 French film directed by Julien Duvivier,"Panique, also released as Panic, is a 1946 French film directed by Julien Duvivier starring Michel Simon and Viviane Romance. The screenplay is based on the novel Les Fiançailles de M. Hire by Georges Simenon.",,
tt0038913,Shoeshine,1946,Italian|English,Drama,Vittorio De Sica,Sergio Amidei|Adolfo Franci|Cesare Giulio Viola,Italy,8540,8.0,100,,93,6616873,1946 Italian film,"Shoeshine is a 1946 Italian film directed by Vittorio De Sica. Sometimes regarded as his first masterpiece, the film follows two shoeshine boys who get into trouble with the police after trying to find the money to buy a horse. In 2008, Shoeshine was included on the Italian Ministry of Cultural Heritage’s 100 Italian films to be saved, a list of 100 films that ""have changed the collective memory of the country between 1942 and 1978.""",,
tt0039090,No Regrets for Our Youth,1946,Japanese,Drama,Akira Kurosawa,Eijirô Hisaita|Akira Kurosawa|Keiji Matsuzaki,Japan,4157,7.1,100,,110,1881853,1946 Japanese film,"No Regrets for Our Youth  is a 1946 Japanese film written and directed by Akira Kurosawa. It is based on the 1933 Takigawa incident, and is considered a quintessential ""democratization film"", taking up many themes associated with social policy under the early Occupation of Japan.",,
tt0039192,Black Narcissus,1947,English|French|Nepali,Drama,Michael Powell|Emeric Pressburger,Rumer Godden|Michael Powell|Emeric Pressburger,United Kingdom,29942,7.7,100,86,97,46757,1947 British psychological drama film by Michael Powell and Emeric Pressburger,"Black Narcissus is a 1947 British psychological drama film jointly written, directed and produced by Michael Powell and Emeric Pressburger, based on the 1939 novel by Rumer Godden. It stars Deborah Kerr, Sabu, David Farrar, and Flora Robson, and features Esmond Knight, Jean Simmons, and Kathleen Byron.",,
tt0039224,Brute Force,1947,English,Crime|Drama|Film-Noir,Jules Dassin,Richard Brooks|Robert Patterson,United States,12259,7.5,95,80,98,2055814,1947 film by Jules Dassin,"Brute Force is a 1947 American noir crime tragedy film directed by Jules Dassin, from a screenplay by Richard Brooks with cinematography by William H. Daniels. It stars Burt Lancaster, Hume Cronyn, Charles Bickford and Yvonne De Carlo.",,
tt0039631,Monsieur Verdoux,1947,English|French|Latin,Comedy|Crime|Drama,Charles Chaplin,Charles Chaplin|Orson Welles|Max Morise,United States,19567,7.8,97,,124,545615,1947 film by Charlie Chaplin,"Monsieur Verdoux is a 1947 American black comedy film directed by and starring Charlie Chaplin, who plays a bigamist wife killer inspired by serial killer Henri Désiré Landru. The supporting cast includes Martha Raye, William Frawley, and Marilyn Nash.",2000000,
tt0039661,Nightmare Alley,1947,English,Drama|Film-Noir,Edmund Goulding,Jules Furthman|William Lindsay Gresham,United States,14137,7.7,87,75,110,2006189,1947 film by Edmund Goulding,"Nightmare Alley is a 1947 American film noir directed by Edmund Goulding from a screenplay by Jules Furthman. Based on William Lindsay Gresham's 1946 novel of the same name, it stars Tyrone Power, with Joan Blondell, Coleen Gray, and Helen Walker in supporting roles. Power, wishing to expand beyond the romantic and swashbuckler roles that brought him to fame, requested 20th Century-Fox's studio chief Darryl F. Zanuck to buy the rights to the novel so he could star as the unsavory lead ""The Great Stanton"", a scheming carnival barker.",,
tt0039677,Odd Man Out,1947,English,Crime|Drama|Film-Noir,Carol Reed,F.L. Green|R.C. Sherriff,United Kingdom,12204,7.6,100,87,111,1192675,1947 film by Carol Reed,"Odd Man Out is a 1947 British film noir directed by Carol Reed, and starring James Mason, Robert Newton, Cyril Cusack, and Kathleen Ryan. Set in Belfast, Northern Ireland, it follows a wounded Nationalist leader who attempts to evade police in the aftermath of a robbery. It is based on the 1945 novel of the same name by F. L. Green.",,
tt0039768,Ride the Pink Horse,1947,English|Spanish,Drama|Film-Noir|Mystery,Robert Montgomery,Ben Hecht|Charles Lederer|Dorothy B. Hughes,United States,3532,7.2,100,,95,1365310,1947 film by Robert Montgomery,"Ride the Pink Horse is a 1947 film noir crime film produced by Universal Studios. It was directed by Robert Montgomery, who also stars in it, from a screenplay by Ben Hecht and Charles Lederer, which was based on the 1946 novel of the same title by Dorothy B. Hughes. Thomas Gomez was nominated for a Best Supporting Actor Oscar for his performance.",,
tt0039834,A Ship to India,1947,Swedish,Drama,Ingmar Bergman,Ingmar Bergman|Martin Söderhjelm,Sweden,2305,6.4,,,98,1703121,1947 film by Ingmar Bergman,"A Ship Bound for India is a 1947 Swedish film written and directed by Ingmar Bergman, based on the play by Martin Söderhjelm. It was originally released as A Ship to India in the United Kingdom and Frustration in the United States. The film is about the relationships within a family, a subject with which Bergman often dealt in later films, and uses other common devices of Bergman, such as the hard father figure. Birger Malmsten, who plays the lead character Johannes, went on to feature in several later Bergman films.",,
tt0039871,One Wonderful Sunday,1947,Japanese,Drama|Romance,Akira Kurosawa,Akira Kurosawa|Keinosuke Uekusa,Japan,3976,7.2,88,,108,1928806,1947 Japanese film by Akira Kurosawa,"One Wonderful Sunday  is a 1947 Japanese film directed by Akira Kurosawa and co-written by Kurosawa and Keinosuke Uekusa. The film was produced by Sojiro Motoki for Toho and stars Chieko Nakakita and Isao Numazaki. It was made during the allied occupation of Japan and depicts a young couple who, with only 35 yen between them, go on a date together on the only day of the week they can see each other. The film makes use of sequences depicting characters' imagination and a creative use of sound.",,
tt0039417,Germany Year Zero,1948,German|English|French,Drama,Roberto Rossellini,Roberto Rossellini|Carlo Lizzani|Max Kolpé,Italy|France|Germany,14870,7.8,96,,78,5064191,1948 film by Roberto Rossellini,"Germany, Year Zero is a 1948 film directed by Roberto Rossellini, and is the final film in Rossellini's unofficial war film trilogy, following Rome, Open City and Paisà. Germany Year Zero takes place in Allied-occupied Germany, unlike the others, which take place in German-occupied Rome and during the Allied invasion of Italy, respectively.",,
tt0040418,Port of Call,1948,Swedish|English|German,Drama,Ingmar Bergman,Ingmar Bergman|Olle Länsberg,Sweden,2844,6.6,75,,100,9127971,1948 film by Ingmar Bergman,Port of Call is a 1948 Swedish drama film written and directed by Ingmar Bergman. This film is strongly influenced by neorealism.,,
tt0040522,Bicycle Thieves,1948,Italian|German,Drama,Vittorio De Sica,Cesare Zavattini|Luigi Bartolini|Oreste Biancoli,Italy,190001,8.2,99,,90,642744,1948 film by Vittorio De Sica,"Bicycle Thieves, also known as The Bicycle Thief, is a 1948 Italian neorealist drama film directed by Vittorio De Sica. It follows the story of a poor father searching in post-World War II Rome for his stolen bicycle, without which he will lose the job which was to be the salvation of his young family.",133000,
tt0040607,Moonrise,1948,English,Crime|Drama|Film-Noir,Frank Borzage,Charles F. Haas|Theodore Strauss,United States,3054,7.0,100,,90,3231227,1948 film by Frank Borzage,"Moonrise is a 1948 American film noir crime film directed by Frank Borzage starring Dane Clark, Gail Russell and Ethel Barrymore. It is based on the 1946 novel of the same name by Theodore Strauss. The plot concerns the son of a man who was hanged for murder, leading to his own bullying by others and subsequent trials when he commits a crime in self-defense.",,
tt0040636,The Naked City,1948,English,Crime|Drama|Film-Noir,Jules Dassin,Albert Maltz|Malvin Wald,United States,16389,7.5,86,74,96,1981790,1948 American crime procedural by Jules Dassin,"The Naked City is a 1948 American crime procedural produced by Mark Hellinger; directed by Jules Dassin; and written by Albert Maltz and Malvin Wald, from a story by Ward. Starring Barry Fitzgerald, with Howard Duff, Dorothy Hart, and Don Taylor in support, the film depicts the police investigation that follows the murder of a young model. It was shot almost entirely on location in New York City.",,2400000
tt0040662,Oliver Twist,1948,English,Drama,David Lean,Charles Dickens|David Lean|Stanley Haynes,United Kingdom,14024,7.8,100,84,112,626916,British film by David Lean,"Oliver Twist is a 1948 British film and the second of David Lean's two film adaptations of Charles Dickens novels. Following his 1946 version of Great Expectations, Lean re-assembled much of the same team for his adaptation of Dickens' 1838 novel, including producers Ronald Neame and Anthony Havelock-Allan, cinematographer Guy Green, designer John Bryan and editor Jack Harris. Lean's then-wife, Kay Walsh, who had collaborated on the screenplay for Great Expectations, played the role of Nancy. John Howard Davies was cast as Oliver, while Alec Guinness portrayed Fagin and Robert Newton played Bill Sykes.",,
tt0040724,Red River,1948,English|Spanish,Drama|Western,Howard Hawks|Arthur Rosson,Borden Chase|Charles Schnee,United States,35194,7.8,100,96,133,76297,Film by Howard Hawks,"Red River is a 1948 American Western film, directed and produced by Howard Hawks and starring John Wayne and Montgomery Clift. It gives a fictional account of the first cattle drive from Texas to Kansas along the Chisholm Trail. The dramatic tension stems from a growing feud over the management of the drive between the Texas rancher who initiated it (Wayne) and his adopted adult son (Clift).",2700000,
tt0040725,The Red Shoes,1948,English|French|Russian,Drama|Music|Romance,Michael Powell|Emeric Pressburger,Hans Christian Andersen|Emeric Pressburger|Keith Winter,United Kingdom,41515,8.1,98,,133,60169,1948 film by Michael Powell and Emeric Pressburger,"The Red Shoes is a 1948 British dance drama film written, produced and directed by the duo of Michael Powell and Emeric Pressburger. It follows Victoria Page, an aspiring ballerina who joins the world-renowned Ballet Lermontov, owned and operated by Boris Lermontov, who tests her dedication to the ballet by making her choose between her career and her romance with composer Julian Craster. It marked the feature film debut of Shearer, an established ballerina, and also features Robert Helpmann, Léonide Massine, and Ludmilla Tchérina, other renowned dancers from the ballet world. The metafictional plot is based on the 1845 fairytale by Hans Christian Andersen, and features a ballet within it by the same title, also adapted from the Andersen work.",505600,
tt0040872,They Live by Night,1948,English,Crime|Drama|Film-Noir,Nicholas Ray,Charles Schnee|Nicholas Ray|Edward Anderson,United States,10025,7.4,96,82,95,1189721,1948 film by Nicholas Ray,"They Live by Night is a 1948 American film noir directed by Nicholas Ray in his directorial debut and starring Cathy O'Donnell and Farley Granger. Based on Edward Anderson's Depression-era novel Thieves Like Us, the film follows a young fugitive who falls in love with a woman and attempts to begin a life with her.",,
tt0040919,Unfaithfully Yours,1948,English,Comedy|Music|Romance,Preston Sturges,Preston Sturges,United States,6034,7.5,100,,128,3654363,1948 film by Preston Sturges,"Unfaithfully Yours is a 1948 American screwball black comedy film written and directed by Preston Sturges, and starring Rex Harrison, Linda Darnell, Rudy Vallée and Barbara Lawrence. The film is about a jealous symphony conductor who imagines three different ways to deal with the supposed infidelity of his beautiful wife—murder, forbearance, and a suicidal game of Russian roulette—during a concert of three inspiring pieces of classical music. At home, his attempts to bring any of his fantasies to life swiftly devolve into farce, underscored with humorous adaptations of the relevant music. Although the film, which was the first of two Sturges made for Twentieth Century-Fox, received mostly positive reviews, it was not successful at the box office.",,
tt0040979,Drunken Angel,1948,Japanese,Crime|Drama|Romance,Akira Kurosawa,Keinosuke Uekusa|Akira Kurosawa,Japan,14107,7.6,94,,98,867952,1948 Japanese yakuza film by Akira Kurosawa,"Drunken Angel  is a 1948 Japanese yakuza film directed by Akira Kurosawa, and co-written by Kurosawa and Keinosuke Uekusa. Produced by Toho and starring Takashi Shimura and Toshiro Mifune, it tells the story of alcoholic doctor Sanada, and his recidivist yakuza patient Matsunaga. Sanada tries to save Matsunaga from illness and the corruption of the yakuza while Matsunaga finds himself gradually sidelined within the yakuza syndicate and becomes increasingly self-destructive. The film was the first to depict the post–War yakuza and is generally considered to be Kurosawa's first major work.",,
tt0040980,Women of the Night,1948,Japanese,Drama,Kenji Mizoguchi,Eijirô Hisaita|Yoshikata Yoda,Japan,1542,7.2,,,75,74697405,1948 film by Kenji Mizoguchi,Women of the Night  is a 1948 Japanese drama film directed by Kenji Mizoguchi starring Kinuyo Tanaka.,,
tt0311384,Kalpana,1948,Hindi,Musical,Uday Shankar,Uday Shankar,India,128,6.3,,,,26623809,1948 Indian film,"Kalpana (transl. Imagination) is a 1948 Indian Hindi-language dance film written and directed by dancer Uday Shankar. It is his only film. The story revolves around a young dancer's dream of setting up a dance academy, a reflection of Shankar's own academy, which he founded at Almora. It starred Uday Shankar and his wife Amala Shankar as leads.",,
tt0039822,The Silence of the Sea,1949,French|German|English,Drama|Romance|War,Jean-Pierre Melville,Vercors|Jean-Pierre Melville,France,5881,7.6,100,,88,4074374,1949 French film,"Le Silence de la mer is a 1949 French war drama film written and directed by Jean-Pierre Melville, in his directorial debut. Adapted from the 1942 novella of the same name written by Vercors. Set during the Second World War in occupied France, the story concerns the relationship of a Frenchman and his niece with a German lieutenant who is billetted in their house.",,
tt0040497,The Big Day,1949,French,Comedy,Jacques Tati,Jacques Tati|Henri Marquet|René Wheeler,France,9206,7.2,100,,76,30863517,1949 French film,"Jour de fête is a 1949 French comedy film starring Jacques Tati in his feature film directorial debut as an inept and easily distracted mailman in a backward French village. Shot largely in and around Sainte-Sévère-sur-Indre, where Tati had lived during the Occupation, most of the actors were unknown and villagers served as extras.",,
tt0040737,Bitter Rice,1949,Italian,Crime|Drama,Giuseppe De Santis,Giuseppe De Santis|Carlo Lizzani|Gianni Puccini,Italy,5085,7.6,100,,108,2461103,1949 film directed by Giuseppe De Santis,"Bitter Rice is a 1949 Italian neorealist crime drama film directed and co-written by Giuseppe De Santis, produced by Dino De Laurentiis, and starring Vittorio Gassman, Doris Dowling, Silvana Mangano, and Raf Vallone. The story follows a pair of fugitives, who hide among the rice fields of northern Italy. The Italian title of the film is based on a pun; since the Italian word riso can mean either ""rice"" or ""laughter"", riso amaro can be taken to mean either ""bitter laughter"" or ""bitter rice"".",,
tt0041154,Late Spring,1949,Japanese,Comedy|Drama,Yasujirô Ozu,Kazuo Hirotsu|Kôgo Noda|Yasujirô Ozu,Japan,20798,8.2,100,93,108,846329,1949 Japanese film,"Late Spring  is a 1949 Japanese drama film directed by Yasujirō Ozu and written by Ozu and Kogo Noda, based on the short novel Father and Daughter by the 20th-century novelist and critic Kazuo Hirotsu. The film was written and shot during the Allied Powers' Occupation of Japan and was subject to the Occupation's official censorship requirements. Starring Chishū Ryū, who was featured in almost all of the director's films, and Setsuko Hara, marking her first of six appearances in Ozu's work, it is the first installment of Ozu’s so-called ""Noriko trilogy"", succeeded by Early Summer and Tokyo Story ; in each of which Hara portrays a young woman named Noriko, though the three Norikos are distinct, unrelated characters, linked primarily by their status as single women in postwar Japan.",,
tt0041232,Chains,1949,Italian,Crime|Drama,Raffaello Matarazzo,Aldo De Benedetti|Nicola Manzari|Libero Bovio,Italy,483,6.7,,,86,36692693,1949 Italian film,"Catene is a 1949 Italian melodrama film directed by Raffaello Matarazzo. It had an impressive commercial success, being seen by 6 million people, one in eight Italians of the time, and was followed by a series of six other successful films directed by Matarazzo and featuring the couple Amedeo Nazzari and Yvonne Sanson. The film was remade in 1974.",,
tt0041452,The Heiress,1949,English|French,Drama|Romance,William Wyler,Ruth Goetz|Augustus Goetz|Henry James,United States,18368,8.1,100,,114,73970,1949 American drama film directed by William Wyler,"The Heiress is a 1949 American romantic drama film directed and produced by William Wyler, from a screenplay written by Ruth and Augustus Goetz, adapted from their 1947 stage play of the same title, which was itself adapted from Henry James' 1880 novel Washington Square. The film stars Olivia de Havilland as Catherine Sloper, a naive young woman who falls in love with a handsome young man despite the objections of her emotionally abusive father who suspects the man of being a fortune hunter. Montgomery Clift stars as Morris Townsend, and Ralph Richardson as Dr. Sloper.",,
tt0041497,I Shot Jesse James,1949,English,Western,Samuel Fuller,Samuel Fuller|Homer Croy|Robert Gardner,United States,2548,6.8,78,,81,8492155,1949 film by Samuel Fuller,"I Shot Jesse James is a 1949 American Western film starring Reed Hadley as Jesse James and John Ireland as Bob Ford. Directed by Samuel Fuller in his debut behind the camera, it portrays the murder of Jesse James by Robert Ford and Robert Ford's life afterwards. The story is built around a fictional rivalry between Ford and his eventual killer Edward O'Kelley over a woman.",,
tt0041699,Stray Dog,1949,Japanese|French,Crime|Drama|Mystery,Akira Kurosawa,Ryûzô Kikushima|Akira Kurosawa,Japan,20087,7.8,100,,122,867905,1949 film directed by Akira Kurosawa,"Stray Dog  is a 1949 Japanese crime drama noir film directed and co-written by Akira Kurosawa, starring Toshiro Mifune and Takashi Shimura. It was Kurosawa's second film of 1949 produced by the Film Art Association and released by Shintoho. It is also considered a detective movie that explores the mood of Japan during its painful postwar recovery. The film is also considered a precursor to the contemporary police procedural and buddy cop film genres, based on its premise of pairing two cops with different personalities and motivations together on a difficult case.",,
tt0041958,Thieves' Highway,1949,English|Italian|Greek,Crime|Drama|Film-Noir,Jules Dassin,A.I. Bezzerides,United States,7130,7.5,100,,94,2556577,1949 American film noir,"Thieves' Highway is a 1949 American film noir directed by Jules Dassin and starring Richard Conte, Valentina Cortese and Lee J. Cobb. The screenplay was written by A. I. Bezzerides, based on his novel Thieves' Market. The film was released on DVD as part of the Criterion Collection in 2005.",,
tt0041998,Thirst,1949,Swedish|German,Drama,Ingmar Bergman,Herbert Grevenius|Birgit Tengroth,Sweden,2776,6.5,100,,85,11379985,1949 film by Ingmar Bergman,Thirst is a 1949 Swedish drama film directed by Ingmar Bergman. It was released as Three Strange Loves in the United Kingdom.,,
tt0041719,Orpheus,1950,French,Drama|Fantasy|Romance,Jean Cocteau,Jean Cocteau,France,14165,7.8,97,,95,215738,1950 French film,"Orpheus is a 1950 French romantic fantasy tragedy film directed by Jean Cocteau and starring Jean Marais. It is the central part of Cocteau's Orphic Trilogy, alongside The Blood of a Poet (1930) and Testament of Orpheus (1960). Set in contemporary Paris, the film is a variation on the Greek myth of Orpheus and Eurydice, and is partially based on Cocteau's 1926 play of the same title.",,
tt0041931,Stromboli,1950,English|Italian|Spanish|German|French,Drama,Roberto Rossellini,Roberto Rossellini|Sergio Amidei|Gian Paolo Callegari,Italy|United States,8233,7.2,67,,107,3955571,1950 film,"Stromboli, also known as Stromboli, Land of God, is a 1950 Italian-American film directed by Roberto Rossellini and starring Ingrid Bergman. The drama is considered a classic example of Italian neorealism.",,
tt0042192,All About Eve,1950,English|French,Drama,Joseph L. Mankiewicz,Joseph L. Mankiewicz|Mary Orr,United States,145739,8.2,99,98,138,41881,1950 film by Joseph L. Mankiewicz,"All About Eve is a 1950 American drama film written and directed by Joseph L. Mankiewicz, and produced by Darryl F. Zanuck. It is based on the 1946 short story ""The Wisdom of Eve"" by Mary Orr, although Orr does not receive a screen credit.",1400000,8400000
tt0042208,The Asphalt Jungle,1950,English|German,Crime|Drama|Film-Noir,John Huston,Ben Maddow|John Huston|W.R. Burnett,United States,31594,7.8,98,85,112,894179,1950 film by John Huston,"The Asphalt Jungle is a 1950 American heist film noir directed by John Huston, from a screenplay co-written with Ben Maddow. It stars Sterling Hayden, Louis Calhern, Jean Hagen, James Whitmore, Sam Jaffe, John McIntire and Marilyn Monroe in one of her earliest roles. Based on the 1949 novel by W. R. Burnett, it tells the story of a jewel robbery in a Midwestern city.",1232000,1077000
tt0042229,The Baron of Arizona,1950,Spanish|English,Biography|Crime|Drama,Samuel Fuller,Samuel Fuller|Homer Croy,United States,2561,6.9,86,,97,14522720,1950 film,The Baron of Arizona is a 1950 American independent Western film directed by Samuel Fuller and starring Vincent Price and Ellen Drew.,,
tt0042281,The Breaking Point,1950,English|Spanish|Cantonese,Crime|Drama|Film-Noir,Michael Curtiz,Ranald MacDougall|Ernest Hemingway,United States,4614,7.5,100,,97,3990322,1950 film by Michael Curtiz,"The Breaking Point is a 1950 American film noir crime drama directed by Michael Curtiz. It is the second film adaptation of the 1937 Ernest Hemingway novel To Have and Have Not, the first one having featured Humphrey Bogart and Lauren Bacall. The film stars Patricia Neal and John Garfield in his penultimate film role.",,
tt0042490,The Furies,1950,English|Spanish,Western,Anthony Mann,Charles Schnee|Niven Busch,United States,4034,7.3,92,,109,3769324,American Western by Anthony Mann,"The Furies is a 1950 American Western film directed by Anthony Mann and starring Barbara Stanwyck, Wendell Corey and Walter Huston in his final film performance. Based on the 1948 Niven Busch novel of the same name, its plot follows the ruthless daughter of a tyrannical rancher in 1870s New Mexico Territory who struggles with her stake in his estate.",,
tt0042531,The Gunfighter,1950,English,Western,Henry King,William Bowers|William Sellers|André De Toth,United States,13491,7.7,94,94,85,3145948,1950 film by Henry King,"The Gunfighter is a 1950 American Western film directed by Henry King and starring Gregory Peck, Helen Westcott, Millard Mitchell and Karl Malden. It was written by screenwriters William Bowers and William Sellers, with an uncredited rewrite by writer and producer Nunnally Johnson, from a story by Bowers, Roger Corman and Andre de Toth. The film was the second of King's six collaborations with Peck.",,
tt0042593,In a Lonely Place,1950,English,Drama|Film-Noir|Mystery,Nicholas Ray,Andrew Solt|Edmund H. North|Dorothy B. Hughes,United States,36803,7.9,96,,94,812818,1950 film by Nicholas Ray,"In a Lonely Place is a 1950 American film noir directed by Nicholas Ray and starring Humphrey Bogart and Gloria Grahame, produced for Bogart's Santana Productions. The script was written by Andrew P. Solt from Edmund H. North's adaptation of Dorothy B. Hughes' 1947 novel of the same name.",,
tt0042788,Night and the City,1950,English,Crime|Film-Noir|Sport,Jules Dassin,Jo Eisinger|Gerald Kersh|Austin Dempster,United Kingdom,15947,7.8,86,,92,1934977,1950 British film directed by Jules Dassin,"Night and the City is a 1950 British film noir directed by Jules Dassin and starring Richard Widmark, Gene Tierney and Googie Withers. It is based on the novel of the same name by Gerald Kersh. Shot on location in London and at Shepperton Studios, the plot revolves around an ambitious hustler who meets continual failures.",,
tt0042876,Rashomon,1950,Japanese,Crime|Drama|Mystery,Akira Kurosawa,Ryûnosuke Akutagawa|Akira Kurosawa|Shinobu Hashimoto,Japan,193416,8.1,98,98,88,187603,1950 film by Akira Kurosawa,"Rashomon  is a 1950 Japanese jidaigeki film directed by Akira Kurosawa from a screenplay he co-wrote with Shinobu Hashimoto. Starring Toshiro Mifune, Machiko Kyō, Masayuki Mori, and Takashi Shimura, it follows various people who describe how a samurai was murdered in a forest. The plot and characters are based upon Ryūnosuke Akutagawa's short story ""In a Grove"", with the title and framing story taken from Akutagawa's ""Rashōmon"". Every element is largely identical, from the murdered samurai speaking through a Shinto psychic to the bandit in the forest, the monk, the assault of the wife, and the dishonest retelling of the events in which everyone shows their ideal self by lying.",140000,
tt0042906,La Ronde,1950,French|Italian,Drama|Romance,Max Ophüls,Arthur Schnitzler|Jacques Natanson|Max Ophüls,France,6157,7.5,94,82,110,1923722,1950 film by Max Ophüls,"La Ronde is a 1950 French anthology film directed by Max Ophüls and based on the French translation of Arthur Schnitzler's 1897 play Reigen. Set in Vienna in 1900, it shows ten amorous encounters across the social spectrum, from a street prostitute to the nobility, with each scene involving one character from the previous episode. The French term ""La Ronde"" can mean doing the rounds, a round of drinks, or a circular dance.",,
tt0042958,Scandal,1950,Japanese|English,Drama,Akira Kurosawa,Ryûzô Kikushima|Akira Kurosawa,Japan,4851,7.2,86,,104,2553318,1950 Japanese drama film by Akira Kurosawa,"Scandal  is a 1950 Japanese drama film written and directed by Akira Kurosawa. The film was co-written by Kurosawa and Ryūzō Kikushima, and stars Toshiro Mifune, Takashi Shimura, and Yoshiko Yamaguchi. Produced by Shochiku as their first Kurosawa production, Scandal tells the story of the painter Aoye and singer Saijo and their efforts to take the editors of a tabloid magazine to court for falsely depicting them as romantically involved. The pair take on the services of the lawyer Hiruta who becomes racked with guilt when he offers a deal to the magazine to throw the case on purpose so that he can afford to take care of his tubercular daughter.",,
tt0043048,To Joy,1950,Swedish,Drama,Ingmar Bergman,Ingmar Bergman,Sweden,3480,7.2,,,98,11380035,1950 film by Ingmar Bergman,To Joy is a 1950 Swedish film directed and written by Ingmar Bergman about a young married couple who play together in a Swedish orchestra.,,
tt0043137,Winchester '73,1950,English,Action|Drama|Western,Anthony Mann,Robert L. Richards|Borden Chase|Stuart N. Lake,United States,23424,7.6,100,83,92,1024760,1950 film by Anthony Mann,"Winchester '73 is a 1950 American Western film noir starring James Stewart, Shelley Winters, Dan Duryea and Stephen McNally. Directed by Anthony Mann and written by Borden Chase and Robert L. Richards, the film is set in 1876 and follows the turbulent passing of a prized Winchester 1873 repeating rifle from one ill-fated owner to another interwoven with a cowboy's search for a murderous fugitive.",,
