imdb_id,title,year,language,genre,director,writer,country,imdb_votes,rating_imdb,rating_rt,rating_mc,runtime_raw,wikipedia_pageid,wikipedia_description,wikipedia_extract,budget_raw,box_office_raw
tt0012349,The Kid,1921,None|English,Comedy|Drama|Family,Charles Chaplin,Charles Chaplin,United States,142797,8.2,100,,68,1346905,1921 silent film by Charlie Chaplin,"The Kid is a 1921 American silent comedy-drama film written, produced, directed by and starring Charlie Chaplin, and features Jackie Coogan as his foundling baby, adopted son and sidekick. This was Chaplin's first full-length film as a director. It was a huge success and was the second-highest-grossing film in 1921. Now considered one of the greatest films of the silent era, it was selected for preservation in the United States National Film Registry by the Library of Congress in 2011.",250000,
tt0012364,The Phantom Carriage,1921,None|Swedish,Drama|Fantasy|Horror,Victor Sjöström,Selma Lagerlöf|Victor Sjöström,Sweden,15311,8.0,100,,106,7329426,1921 film by Victor Sjöström,"The Phantom Carriage is a 1921 Swedish silent film directed by and starring Victor Sjöström, based on the 1912 novel Thy Soul Shall Bear Witness! (Körkarlen) by Swedish author Selma Lagerlöf. In the film, Sjöström plays a drunkard named David Holm who, on the night of New Year's Eve, is compelled by the ghostly driver of Death's carriage to reflect on his past mistakes. Alongside Sjöström, the film's cast includes Hilda Borgström, Tore Svennberg, and Astrid Holm.",,
tt0013257,Häxan,1922,Swedish|Danish,Documentary|Fantasy|Horror,Benjamin Christensen,Benjamin Christensen,Sweden|Denmark,18391,7.6,93,,107,3644898,Swedish 1922 silent horror essay film,"Häxan is a 1922 Swedish-Danish silent horror essay film written and directed by Benjamin Christensen. Consisting partly of documentary-style storytelling as well as dramatized narrative sequences, the film purports to chart the historical roots and superstitions surrounding witchcraft, beginning in the Middle Ages through the 20th century. Based partly on Christensen's own study of the Malleus Maleficarum, a 15th-century German guide for inquisitors, Häxan proposes that such witch-hunts may have stemmed from misunderstandings of mental or neurological disorders, triggering mass hysteria.",2000000,
tt0014429,Safety Last!,1923,English,Action|Comedy|Thriller,Fred C. Newmeyer|Sam Taylor,Hal Roach|Sam Taylor|Tim Whelan,United States,23503,8.1,97,,73,76313,1923 American silent romantic comedy film,"Safety Last! is a 1923 American silent romantic-comedy film starring Harold Lloyd. It includes one of the most famous images from the silent-film era: Lloyd clutching the hands of a large clock as he dangles from the outside of a skyscraper above moving traffic. The film was highly successful and critically hailed, and it cemented Lloyd's status as a major figure in early motion pictures. It is still popular at revivals, and it is viewed today as one of the great film comedies.",121000,
tt0014624,A Woman of Paris: A Drama of Fate,1923,English,Drama|Romance,Charles Chaplin,Charles Chaplin,United States,6548,6.9,94,76,84,546663,1923 drama film by Charlie Chaplin,"A Woman of Paris is a 1923 silent drama film written, produced, and directed by Charlie Chaplin. It stars Edna Purviance as the title character, along with Clarence Geldart, Carl Miller, Lydia Knott, Charles K. French and Adolphe Menjou. A United Artists production, the film was an atypical dramatic work for Chaplin.",351000,634000
tt0015634,Body and Soul,1925,English,Crime|Drama|Thriller,Oscar Micheaux,Oscar Micheaux,United States,1221,6.2,,,102,1506585,1925 film directed by Oscar Micheaux,"Body and Soul is a 1925 race film produced, written, directed, and distributed by Oscar Micheaux and starring Paul Robeson in his motion picture debut. In 2019, the film was selected by the Library of Congress for inclusion in the National Film Registry for being ""culturally, historically, or aesthetically significant"".",,
tt0015768,Master of the House,1925,Danish,Comedy|Drama,Carl Theodor Dreyer,Carl Theodor Dreyer|Svend Rindom,Denmark,2506,7.0,100,,107,11072916,1925 film by Carl Theodor Dreyer,"Master of the House is a 1925 Danish silent drama film directed and written by acclaimed filmmaker Carl Theodor Dreyer. The film marked the debut of Karin Nellemose, and it is regarded by many as a classic of Danish cinema.",,
tt0015841,The Freshman,1925,None|English,Comedy|Family|Romance,Fred C. Newmeyer|Sam Taylor,Sam Taylor|Ted Wilde|John Grey,United States,6373,7.5,95,,76,3831825,1925 film,"The Freshman is a 1925 American silent comedy film that tells the story of a college freshman trying to become popular by joining the school football team. It stars Harold Lloyd, Jobyna Ralston, Brooks Benedict, and James Anderson. It remains one of Lloyd's most successful and enduring films. When the film opened on September 20 at the B.S. Moss Colony Theater on Broadway, Broderick & Felsen's production of Campus Capers was the opening act which was engaged for the full ten weeks of the film's run.",301681,
tt0016142,The Mystic,1925,None|English,Drama,Tod Browning,Tod Browning|Waldemar Young,United States,489,6.7,,,70,17325678,1925 film,"The Mystic is a 1925 American MGM silent drama film directed by Tod Browning, who also co-wrote it with Waldemar Young. It is the only one of nine silent MGM films directed by Browning from 1925 to 1929 that does not star Lon Chaney. The film costars Aileen Pringle and Conway Tearle. Aileen Pringle's gowns in the film were by already famous Romain de Tirtoff. A print of the film exists.",,
tt0017075,The Lodger: A Story of the London Fog,1927,None,Crime|Drama|Mystery,Alfred Hitchcock,Marie Belloc Lowndes|Eliot Stannard|Alfred Hitchcock,United Kingdom,14371,7.3,96,82,70,287408,1927 silent film by Alfred Hitchcock,"The Lodger: A Story of the London Fog is a 1927 British silent thriller film directed by Alfred Hitchcock and starring Marie Ault, Arthur Chesney, June Tripp, Malcolm Keen and Ivor Novello. Hitchcock's third feature film, it was released on 14 February 1927 in London and on 10 June 1928 in New York City. The film is based on the 1913 novel The Lodger by Marie Belloc Lowndes and the play Who Is He? co-written by Belloc Lowndes. Its plot concerns the hunt for a Jack the Ripper-like serial killer in London.",12000,
tt0018051,The Kid Brother,1927,English,Comedy|Drama|Family,Ted Wilde|Harold Lloyd|Lewis Milestone,John Grey|Ted Wilde|Thomas J. Crizer,United States,4920,7.6,92,,84,5045608,1927 silent comedy film,"The Kid Brother is a 1927 American silent comedy film starring Harold Lloyd. It was successful and popular upon release and today is considered by critics and fans to be one of Lloyd's best films, integrating elements of comedy, romance, drama, and character development. Its storyline is an homage to a 1921 film called Tol'able David, although it is essentially a re-make of the 1924 Hal Roach feature, The White Sheep, starring Glenn Tryon.",,
tt0018528,The Unknown,1927,None|English,Drama|Horror|Romance,Tod Browning,Tod Browning|Waldemar Young|Joseph Farnham,United States,9487,7.7,100,,63,3566585,1927 American film,"The Unknown is a 1927 American silent horror film directed by Tod Browning, and starring Lon Chaney as carnival knife thrower ""Alonzo the Armless"" and Joan Crawford as his beloved carnival girl Nanon. Originally titled Alonzo the Armless, filming took place from February 7 to March 18, 1927 on a $217,000 budget.",217000,
tt0018742,The Cameraman,1928,None|English,Comedy|Drama|Family,Edward Sedgwick|Buster Keaton,Clyde Bruckman|Lew Lipton|Joseph Farnham,United States,13471,8.0,100,,69,5656505,1928 film,The Cameraman is a 1928 American silent romantic comedy film directed by Edward Sedgwick and an uncredited Buster Keaton. The picture stars Keaton and Marceline Day.,,
tt0018773,The Circus,1928,None|English,Comedy|Family|Romance,Charles Chaplin,Charles Chaplin,United States,37901,8.1,97,90,69,142780,1928 film by Charlie Chaplin,"The Circus is a 1928 silent romantic comedy film written, produced, and directed by Charlie Chaplin. The film stars Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis and Henry Bergman. The ringmaster of an impoverished circus hires Chaplin's Little Tramp as a clown, but discovers that he can only be funny unintentionally.",,
tt0019109,Lonesome,1928,English,Comedy|Drama|Romance,Pál Fejös,Mann Page|Edward T. Lowe Jr.|Tom Reed,United States,2694,7.7,71,,69,30232904,1928 film,"Lonesome is a 1928 American sound part-talkie comedy drama film directed by Paul Fejös, and starring Barbara Kent and Glenn Tryon. Although containing a few sequences with audible dialog, the majority of the film had a synchronized musical score with sound effects with English intertitles. The film was released in both sound-on-disc and sound-on-film formats. Its plot follows two working-class residents of New York City over a 24-hour-period, during which they have a chance meeting at Coney Island during the Independence Day weekend and swiftly fall in love with one another. It was produced and distributed by Universal Pictures.",,
tt0019254,The Passion of Joan of Arc,1928,None|French|Latin,Biography|Drama|History,Carl Theodor Dreyer,Joseph Delteil|Carl Theodor Dreyer,France,66599,8.1,98,98,82,457561,1928 film by Carl Theodor Dreyer,"The Passion of Joan of Arc is a 1928 French silent historical film based on the actual record of the trial of Joan of Arc. The film was directed by Carl Theodor Dreyer and stars Renée Jeanne Falconetti as Joan. It is widely regarded as a landmark of cinema, especially for its production, Dreyer's direction and Falconetti's performance, which is often listed as one of the finest in cinema history. The film summarizes the time that Joan of Arc was a captive of England, depicting her trial and execution.",,
tt0019412,Speedy,1928,None|English,Action|Comedy|Family,Ted Wilde,John Grey|Lex Neal|Howard Emmett Rogers,United States,4381,7.6,100,,85,1823165,1928 film,"Speedy is a 1928 American silent comedy film starring comedian Harold Lloyd in the eponymous leading role. It was Lloyd's last silent film before he converted to sound production. Due to the general public's apathy towards silent films, a sound version was prepared and released in the latter half of 1928.",,
tt0018737,Pandora's Box,1929,None|German,Crime|Drama|Romance,Georg Wilhelm Pabst,Frank Wedekind|Ladislaus Vajda|Joseph Fleisler,Germany,12144,7.7,93,,143,457578,1929 German silent melodrama film directed by G. W. Pabst,"Pandora's Box is a 1929 German silent melodrama film directed by Georg Wilhelm Pabst, and starring Louise Brooks, Fritz Kortner, and Francis Lederer. The film follows Lulu, a seductive young woman whose uninhibited nature brings ruin to herself and those who love her. It is based on Frank Wedekind's plays Erdgeist and Die Büchse der Pandora.",,
tt0020112,The Love Parade,1929,English|French,Comedy|Musical|Romance,Ernst Lubitsch,Ernest Vajda|Guy Bolton|Leon Xanrof,United States,2668,7.0,100,,110,61323,1929 film by Ernst Lubitsch,"The Love Parade is a 1929 American pre-Code musical comedy film, directed by Ernst Lubitsch and starring Maurice Chevalier and Jeanette MacDonald, involving the marital difficulties of Queen Louise of Sylvania (MacDonald) and her consort, Count Alfred Renard (Chevalier). Despite his love for Louise and his promise to be an obedient husband, Count Alfred finds his role as a figurehead unbearable. The supporting cast features Lupino Lane, Lillian Roth and Eugene Pallette.",,
tt0020163,People on Sunday,1930,None|German,Comedy|Drama|Romance,Robert Siodmak|Edgar G. Ulmer|Rochus Gliese,Billy Wilder|Curt Siodmak|Robert Siodmak,Germany,3727,7.3,100,,74,9429327,1930 film,"People on Sunday is a 1930 German silent drama film directed by Robert Siodmak and Edgar G. Ulmer from a screenplay by Billy Wilder, based on a reportage by Curt Siodmak, Robert's younger brother. The film follows a group of residents of Berlin on a summer's day during the interwar period. Hailed as a work of genius, it is a pivotal film in the development of German cinema and Hollywood. The film features the talents of Eugen Schüfftan (cinematography), Billy Wilder (screenplay) and Fred Zinnemann.",,
tt0020701,Borderline,1930,None,Drama,Kenneth MacPherson,Kenneth MacPherson,United Kingdom,581,6.1,,,63,11685387,1930 British film by Kenneth Macpherson,"Borderline is a 1930 film, written and directed by Kenneth Macpherson and produced by the Pool Group in Territet, Switzerland. The silent film, with English title cards, is primarily noted for its handling of the contentious issue of interracial relationships, using avant-garde experimental film-making techniques.",,
tt0020960,Hell's Angels,1930,English|German|French,Drama|War,Howard Hughes|Edmund Goulding|James Whale,Marshall Neilan|Joseph Moncure March|Howard Estabrook,United States,6324,7.3,76,,127,1282851,1930 film,"Hell's Angels is a 1930 American pre-Code independent epic war film directed and produced by Howard Hughes, with dialogue directed by James Whale. Written by Harry Behn and Howard Estabrook and starring Ben Lyon, James Hall and Jean Harlow, it was released through United Artists. It follows two dissimilar brothers, both members of the British Royal Flying Corps during the First World War.",3950000,8000000
tt0020980,Walk Cheerfully,1930,None,Crime|Drama|Romance,Yasujirô Ozu,Hiroshi Shimizu|Tadao Ikeda,Japan,776,6.4,,,95,,,,,
tt0021025,King of Jazz,1930,English|Spanish|German|Russian|French|Italian,Comedy|Musical,John Murray Anderson|Walter Lantz,Harry Ruskin|Edward T. Lowe Jr.|Charles MacArthur,United States,1675,6.7,,,98,1971197,1930 American pre-Code musical color film," King of Jazz is a 1930 American pre-Code color musical film starring Paul Whiteman and his orchestra. In the 1920s Whiteman signed and featured jazz musicians including Joe Venuti and Eddie Lang, Bix Beiderbecke, Frank Trumbauer, and others.",,
tt0021153,Monte Carlo,1930,English|French,Comedy|Musical|Romance,Ernst Lubitsch,Ernest Vajda|Hans Müller|Booth Tarkington,United States,1417,6.7,,,94,15867408,1930 film,"Monte Carlo is a 1930 American pre-Code musical comedy film, directed by Ernst Lubitsch. It co-stars Jack Buchanan as a French Count Rudolph Falliere masquerading as a hairdresser and Jeanette MacDonald as Countess Helene Mara. The film is notable for introducing the song ""Beyond the Blue Horizon"", which was written for the film and is first performed by MacDonald and a chorus on the soundtrack as she escapes on the train through the countryside. Monte Carlo was hailed by critics as a masterpiece of the newly emerging musical film genre. The screenplay was based on the Booth Tarkington novel Monsieur Beaucaire. Due to the film being published in 1930, it will enter the public domain on January 1, 2026.",,
tt0021156,Morocco,1930,English|French|Spanish|Arabic|Italian,Drama|Romance,Josef von Sternberg,Jules Furthman|Benno Vigny,United States,7738,7.0,83,,88,74966,1930 film by Josef von Sternberg,"Morocco  is a 1930 American pre-Code romantic drama film directed by Josef von Sternberg and starring Gary Cooper, Marlene Dietrich, and Adolphe Menjou. Based on the 1927 novel Amy Jolly by Benno Vigny and adapted by Jules Furthman, the film is about a cabaret singer and a Legionnaire who fall in love during the Rif War, and whose relationship is complicated by his womanizing and the appearance of a rich man who is also in love with her. The film is famous for a scene in which Dietrich performs a song dressed in a man's tailcoat and kisses another woman, both of which were considered scandalous for the period.",,
tt0021406,That Night's Wife,1930,None,Crime|Drama,Yasujirô Ozu,Kôgo Noda|Oscar Schisgall|Oscar Shisgall,Japan,963,6.9,,,65,55397812,1930 film,"That Night's Wife  is a 1930 Japanese crime and drama film directed by Yasujirō Ozu. The film stars Tokihiko Okada, Tatsuo Saitō, Chishū Ryū, Emiko Yagumo and Tōgō Yamamoto in the lead roles.",,
tt0021409,Under the Roofs of Paris,1930,French|Romanian|English,Comedy|Drama|Musical,René Clair,René Clair,France,2559,7.0,90,,95,3645284,1930 film,"Under the Roofs of Paris is a 1930 French film directed by René Clair. The film was probably the earliest French example of a filmed musical-comedy, although its often dark tone differentiates it from other instances of the genre. It was the first French production of the sound film era to achieve great international success.",,
tt0021542,Westfront 1918,1930,German|French,Drama|Romance|War,Georg Wilhelm Pabst,Ernst Johannsen|Ladislaus Vajda|Peter Martin Lampel,Germany,2664,7.3,100,,97,3755866,1930 war film directed by G. W. Pabst,"Westfront 1918 is a German war film, set mostly in the trenches of the Western Front during World War I. It was directed in 1930 by G. W. Pabst, from a screenplay by Ladislaus Vajda based on the novel Vier von der Infanterie by Ernst Johannsen. The film shows the effect of the war on a group of infantrymen portrayed by an ensemble cast led by screen veterans Fritz Kampers and Gustav Diessl.",,
tt0021576,À Propos de Nice,1930,None,Documentary|Short|Comedy,Boris Kaufman|Jean Vigo,Jean Vigo|Boris Kaufman,France,4591,7.4,,,25,11286391,1930 film,"À propos de Nice is a 1930 silent short documentary film directed by Jean Vigo and photographed by Boris Kaufman. The film depicts life in Nice, France by documenting the people in the city, their daily routines, a carnival and social inequalities. Vigo described the film in an address to the Groupement des Spectateurs d'Avant-Garde: ""In this film, by showing certain basic aspects of a city, a way of life is put on trial... the last gasps of a society so lost in its escapism that it sickens you and makes you sympathetic to a revolutionary solution.""",,
tt0020814,David Golder,1931,Russian|German|French|Yiddish,Drama,Julien Duvivier,Irène Némirovsky|Julien Duvivier,France,363,7.0,,,86,35094944,1931 film,"David Golder is a 1931 French drama film directed by Julien Duvivier and starring Harry Baur, Paule Andral and Jackie Monnier. It is an adaptation of Irène Némirovsky's 1929 novel David Golder, about a self-made Jewish businessman.",,
tt0021739,The Bitch,1931,French,Crime|Drama|Romance,Jean Renoir,Georges de La Fouchardière|Jean Renoir|André Girard,France,5073,7.5,100,,91,2742956,1931 film,"La Chienne is a 1931 French film by director Jean Renoir. It is the second sound film by the director and the twelfth film of his career. The film is based on the eponymous story ""La Chienne"" by Georges de La Fouchardière. The literal English translation of the film's title is ""The Bitch"", although the film was never released under this title. The film was remade by Fritz Lang in the United States as Scarlet Street (1945).",,
tt0021749,City Lights,1931,None|English,Comedy|Drama|Romance,Charles Chaplin,Charles Chaplin|Harry Carr|Harry Crocker,United States,210306,8.5,95,99,87,73401,1931 American silent film,"City Lights is a 1931 American synchronized sound romantic comedy-drama film written, produced, directed by, and starring Charlie Chaplin. While the film has no audible dialog, it was released with a synchronized musical score with sound effects. The story follows the misadventures of Chaplin's Tramp as he falls in love with a blind woman and develops a turbulent friendship with an alcoholic millionaire.",1500000,5000000
tt0021800,Dishonored,1931,English,Drama|Romance|War,Josef von Sternberg,Daniel Nathan Rubin|Josef von Sternberg,United States,3287,7.2,90,,85,8066365,1931 American film,"Dishonored is a 1931 American pre-Code Paramount Pictures romantic spy film directed and edited by Josef von Sternberg, who also cowrote the film with Daniel N. Rubin. The film stars Marlene Dietrich, Victor McLaglen, Gustav von Seyffertitz and Warner Oland. Costume design was provided by Travis Banton in one of his several collaborations with Dietrich.",,
tt0021818,The Threepenny Opera,1931,German|French,Comedy|Crime|Drama,Georg Wilhelm Pabst,Bertolt Brecht|Léo Lania|Ladislaus Vajda,Germany|United States,2578,7.2,80,,112,14705923,1931 film,"The Threepenny Opera is a 1931 German musical film directed by G. W. Pabst. Produced by Seymour Nebenzal's Nero-Film for Tonbild-Syndikat AG (Tobis), Berlin and Warner Bros. Pictures GmbH, Berlin, the film is loosely based on the 1928 musical theatre success of the same name by Bertolt Brecht and Kurt Weill. As was usual in the early sound film era, Pabst also directed a French-language version of the film, L'Opéra de quat'sous, with some variation of plot details. A planned English version went unproduced. The two existing versions were released on home video by The Criterion Collection.",,
tt0022017,Comradeship,1931,French|German,Drama|Thriller,Georg Wilhelm Pabst,Anna Gmeyner|Carl Haensel|Peter Martin Lampel,Germany|France,1920,7.5,90,,92,457590,1931 film,Kameradschaft is a 1931 dramatic film directed by Austrian director G. W. Pabst. The French-German co-production drama is noted for combining expressionism and realism.,,
tt0022036,"Flunky, Work Hard!",1931,None|Japanese,Short|Comedy|Drama,Mikio Naruse,Mikio Naruse,Japan,531,6.7,,,29,66536197,1931 Japanese film,"Flunky, Work Hard!  is a 1931 Japanese silent comedy drama film directed by Mikio Naruse, and the first surviving film by the director.",,
tt0022074,The Smiling Lieutenant,1931,English|French,Comedy|Musical|Romance,Ernst Lubitsch,Ernest Vajda|Samson Raphaelson|Leopold Jacobson,United States,4181,7.2,88,,92,61062,1931 film,"The Smiling Lieutenant is a 1931 American pre-Code musical comedy film directed by Ernst Lubitsch, starring Maurice Chevalier, Claudette Colbert and Miriam Hopkins, and released by Paramount Pictures.",,
tt0022080,Limit,1931,None|Portuguese,Drama|Romance,Mario Peixoto,Mario Peixoto,Brazil,2970,7.0,,,120,11978608,1931 film,"Limite is a 1931 Brazilian silent experimental psychological drama film directed, written, and produced by Mário Peixoto. The film was inspired by a photograph by André Kertész and was shot in 1930, with its first screening taking place in 1931. It is often considered one of the earliest experimental feature films.",,
tt0022100,M,1931,German,Crime|Mystery|Thriller,Fritz Lang,Thea von Harbou|Fritz Lang|Egon Jacobsohn,Germany,179355,8.3,100,,117,66322,1931 film by Fritz Lang,"M is a 1931 German mystery thriller film directed by Fritz Lang and starring Peter Lorre as Hans Beckert, a serial killer who targets children, in his third screen role. Both Lang's first sound film and an early example of a procedural drama, M centres on the efforts of both a city's police force and its criminal syndicates to apprehend a serial child-murderer.",,
tt0022125,Marius,1931,French,Comedy|Drama|Romance,Alexander Korda,Marcel Pagnol,France,2659,7.8,100,,130,10608687,1931 film,"Marius is a 1931 French romantic drama film directed by Alexander Korda and starring Raimu, Pierre Fresnay, Orane Demazis, Fernand Charpin, and Alida Rouffe. Based on the 1929 play of the same name by Marcel Pagnol, it is the first part of the Marseille Trilogy, which also includes the films Fanny (1932) and César (1936). The film was made for the French subsidiary of Paramount Pictures. A separate Swedish-language version, titled Longing for the Sea and directed by John W. Brunius, was also released in 1931, and a German-language version, titled The Golden Anchor, also directed by Korda, was released the following year.",,
tt0022150,Le Million,1931,French,Comedy|Musical,René Clair,Georges Berr|Marcel Guillemaud|René Clair,France,3899,7.4,100,,81,3644374,1931 film,Le Million is a 1931 French musical comedy film directed by René Clair. The story was adapted by Clair from a play by Georges Berr and Marcel Guillemand.,,
tt0022485,Tokyo Chorus,1931,None|Japanese,Comedy|Drama,Yasujirô Ozu,Komatsu Kitamura|Kôgo Noda,Japan,1608,7.1,,,90,16348127,1931 film by Yasujirō Ozu,Tokyo Chorus  is a 1931 Japanese silent film directed by Yasujirō Ozu and starring Tokihiko Okada and Emiko Yagumo. It was based on various stories in the Shoshimin-gai series and shares influences with King Vidor's The Crowd. Most of the film takes place in Tokyo during a depression-like time in the beginning of the Shōwa period.,,
tt0022599,Freedom for Us,1931,French,Comedy|Musical,René Clair,René Clair,France,5067,7.4,100,,80,724551,1931 film,"À nous la liberté, sometimes written as À nous la liberté!, is a 1931 French musical film directed by René Clair. With a score by Georges Auric, it has more music than any of Clair's other early works. Praised for its use of sound and Academy Award-nominated scenic design, the film has been called Clair's ""crowning achievement"".",,
tt0022698,Blonde Venus,1932,English|French|German,Drama,Josef von Sternberg,Jules Furthman|S.K. Lauren|Josef von Sternberg,United States,6071,7.1,65,,93,8030277,1932 film,"Blonde Venus is a 1932 American pre-Code drama film starring Marlene Dietrich, Herbert Marshall and Cary Grant. It was produced, edited and directed by Josef von Sternberg from a screenplay by Jules Furthman and S. K. Lauren, adapted from a story by Furthman and von Sternberg. The original story ""Mother Love"" was written by Dietrich herself.",,
tt0022718,Boudu Saved from Drowning,1932,French,Comedy,Jean Renoir,René Fauchois|Jean Renoir|Albert Valentin,France,6416,7.2,100,,87,2639712,1932 film,"Boudu Saved from Drowning is a 1932 French social satire comedy of manners film directed by Jean Renoir. Renoir wrote the film's screenplay, from the 1919 play by René Fauchois. The film stars Michel Simon as Boudu.",,
tt0022787,Wooden Crosses,1932,French|German,Drama|War,Raymond Bernard,Raymond Bernard|Roland Dorgelès|André Lang,France,1718,7.7,,,115,10904488,1932 film,Wooden Crosses is a 1932 French anti-war film by Raymond Bernard based upon the autobiography of the same name written by Roland Dorgelès.,,
tt0022877,Fanny,1932,French,Comedy|Drama,Marc Allégret,Marcel Pagnol,France,2026,7.8,100,,140,32405156,1932 film,"Fanny is a 1932 French romantic drama film directed by Marc Allégret and starring Raimu, Pierre Fresnay, Orane Demazis, Fernand Charpin, and Alida Rouffe. Based on the 1931 play of the same name by Marcel Pagnol, it is the second part of the Marseille Trilogy, which began with Marius (1931) and concluded with César (1936). The film was shot both at the Billancourt Studios in Paris and on location in Marseille, with sets designed by the art director Gabriel Scognamillo. Like Marius, Fanny was a box office success in France and is still considered a classic of French cinema.",,
tt0022913,Freaks,1932,English|German|French,Drama|Horror,Tod Browning,Clarence Aaron 'Tod' Robbins|Willis Goldbeck|Leon Gordon,United States,53322,7.8,95,80,64,73494,1932 American horror film by Tod Browning,"Freaks is a 1932 American pre-Code drama horror film produced and directed by Tod Browning, starring Wallace Ford, Leila Hyams, Olga Baclanova, and Roscoe Ates.",,
tt0023213,Merrily We Go to Hell,1932,English,Comedy|Drama|Romance,Dorothy Arzner,Edwin Justus Mayer|Cleo Lucas,United States,2027,6.9,100,,78,29163959,1932 film,"Merrily We Go to Hell is a 1932 American pre-Code romantic comedy-drama film directed by Dorothy Arzner for Paramount Pictures, starring Sylvia Sidney and Fredric March. The cast also features a prominent early appearance by Cary Grant. March plays a man undone by alcoholism and adultery. Sidney plays his wife who, when she discovers his adultery, begins an affair with another man.",,
tt0023238,The Most Dangerous Game,1932,English|Russian,Action|Adventure|Horror,Irving Pichel|Ernest B. Schoedsack,James Ashmore Creelman|Richard Connell,United States,14392,7.1,100,,63,7715240,1932 film,"The Most Dangerous Game is a 1932 American pre-Code horror film, directed by Ernest B. Schoedsack and Irving Pichel, starring Joel McCrea, Fay Wray and Leslie Banks. The movie is an adaptation of the 1924 short story of the same name by Richard Connell; it is the first film version of the story. In the United Kingdom, the film was released as The Hounds of Zaroff.",219869,
tt0023261,No Blood Relation,1932,None|Japanese,Drama,Mikio Naruse,Shunyô Yanagawa|Kôgo Noda,Japan,478,6.8,,,,66824155,1932 Japanese film,"No Blood Relation  is a 1932 Japanese silent drama film directed by Mikio Naruse, based on a novel by Shunyo Yanagawa. It is the first surviving feature-length film by the director.",,
tt0023303,One Hour with You,1932,English|French,Comedy|Musical|Romance,George Cukor|Ernst Lubitsch,Lothar Schmidt|Samson Raphaelson|Léopold Marchand,United States,3009,7.0,86,,82,61060,1932 film,"One Hour with You is a 1932 American pre-Code musical comedy film about a married couple who are attracted to other people. It was produced and directed by Ernst Lubitsch ""with the assistance of"" George Cukor, and written by Samson Raphaelson from the play Only a Dream by Lothar Schmidt. It stars Maurice Chevalier, Jeanette MacDonald, Genevieve Tobin, Charlie Ruggles and Roland Young.",,
tt0023345,Poil de carotte,1932,French,Drama|Family,Julien Duvivier,Jules Renard|Julien Duvivier,France,773,7.5,100,,91,50168955,1932 film,"The Red Head is a 1932 French drama film directed by Julien Duvivier and starring Harry Baur, Robert Lynen and Louis Gauthier. It is a remake of Duvivier's 1925 silent film The Red Head.",,
tt0023427,Scarface,1932,English,Action|Crime|Drama,Howard Hawks|Richard Rosson,Armitage Trail|Ben Hecht|Seton I. Miller,United States,32244,7.7,98,90,93,76331,1932 film by Howard Hawks,"Scarface is a 1932 American pre-Code gangster action film directed by Howard Hawks and produced by Hawks and Howard Hughes. The screenplay, by Ben Hecht, is based loosely on the novel first published in 1930 by Armitage Trail, which was inspired by Al Capone. The film stars Paul Muni as Italian immigrant gangster Antonio ""Tony"" Camonte who violently rises through the Chicago gangland, with a supporting cast that includes George Raft and Boris Karloff. Camonte's rise to power dovetails with his relentless pursuit of his boss's mistress while his sister pursues his best hitman. In an overt tie to the life of Capone, a version of the Saint Valentine's Day Massacre is depicted.",800000,
tt0023458,Shanghai Express,1932,English|French|Cantonese|German,Adventure|Drama|Film-Noir,Josef von Sternberg,Jules Furthman|Harry Hervey,United States,11001,7.3,96,83,80,61061,1932 American film,"Shanghai Express is a 1932 American pre-Code film about a group of train passengers held hostage by a warlord during the Chinese Civil War. It was directed by Josef von Sternberg and stars Marlene Dietrich, Clive Brook, Anna May Wong and Warner Oland. The screenplay was written by Jules Furthman based on a 1931 short story by Harry Hervey. Shanghai Express was the fourth of seven films that Sternberg and Dietrich created together.",,
tt0023622,Trouble in Paradise,1932,English|Italian|French|Russian|Spanish|German,Comedy|Crime|Romance,Ernst Lubitsch,Samson Raphaelson|Grover Jones|Aladár László,United States,16996,7.9,89,,83,76399,1932 film by Ernst Lubitsch,"Trouble in Paradise is a 1932 American pre-Code romantic comedy film produced and directed by Ernst Lubitsch and starring Miriam Hopkins, Kay Francis, and Herbert Marshall. Based on the 1931 play The Honest Finder by Hungarian playwright Aladár László, the lead characters are a gentleman thief and a lady pickpocket who join forces to con a beautiful woman who is the owner of a perfume company. In 1991, Trouble in Paradise was selected for preservation by the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"".",519706,475000
tt0023634,"I Was Born, But...",1932,None|Japanese,Comedy|Drama,Yasujirô Ozu,Akira Fushimi|Geibei Ibushiya|Yasujirô Ozu,Japan,6611,7.9,100,91,91,4051128,1932 film by Yasujirō Ozu,"I Was Born, But...  is a 1932 black-and-white Japanese silent comedy film directed by Yasujirō Ozu. It was the first of six Ozu films to win the Kinema Junpo Award for Best Film of the Year. In 1959, Ozu loosely remade the film as Good Morning.",,
tt0023649,Vampyr,1932,German|English,Fantasy|Horror,Carl Theodor Dreyer,Sheridan Le Fanu|Christen Jul|Carl Theodor Dreyer,Germany|France,21418,7.4,98,,75,859655,1932 film,"Vampyr is a 1932 Gothic horror film directed by Danish director Carl Theodor Dreyer. It was written by Dreyer and Christen Jul based on elements from Sheridan Le Fanu's 1872 collection of supernatural stories In a Glass Darkly. The film was funded by Baron Nicolas de Gunzburg, who also played the starring role of Allan Gray, a student of the occult who wanders into the French village of Courtempierre, which is under the curse of a vampire. Most of the other members of the cast were also non-professional actors.",,
